SEX,AGE,HCOVANY,EDUC,EMPSTAT,FTOTINC,VETSTAT,pov,BLACK
Male,47,With health insurance coverage,Less than high school,Employed,33680,Not a veteran,1,1
Male,76,With health insurance coverage,High school,Not in labor force,7800,Veteran,1,0
Female,51,With health insurance coverage,4+ years of college,Employed,281340,Not a veteran,0,0
Male,88,With health insurance coverage,High school,Not in labor force,21800,Veteran,0,0
Female,33,With health insurance coverage,4+ years of college,Employed,82200,Not a veteran,0,0
Female,76,With health insurance coverage,High school,Not in labor force,31200,Not a veteran,0,0
Female,49,With health insurance coverage,Some college,Employed,15700,Not a veteran,0,0
Female,51,With health insurance coverage,4+ years of college,Not in labor force,15400,Not a veteran,0,0
Male,48,With health insurance coverage,4+ years of college,Employed,185000,Not a veteran,0,0
Female,68,With health insurance coverage,4+ years of college,Not in labor force,62200,Not a veteran,0,0
Male,37,With health insurance coverage,4+ years of college,Employed,177000,Not a veteran,0,0
Female,49,With health insurance coverage,4+ years of college,Employed,94000,Not a veteran,0,0
Female,57,With health insurance coverage,4+ years of college,Employed,221000,Not a veteran,0,0
Female,74,With health insurance coverage,4+ years of college,Not in labor force,9600,Not a veteran,1,0
Female,65,With health insurance coverage,4+ years of college,Not in labor force,99800,Not a veteran,0,0
Female,40,With health insurance coverage,Some high school,Not in labor force,18800,Not a veteran,1,0
Male,36,With health insurance coverage,Some college,Employed,38000,Veteran,0,0
Male,27,With health insurance coverage,Some college,Employed,55000,Not a veteran,0,1
Male,69,With health insurance coverage,4+ years of college,Not in labor force,48710,Not a veteran,0,0
Female,52,With health insurance coverage,Some college,Employed,85000,Not a veteran,0,0
Male,40,With health insurance coverage,High school,Employed,50000,Not a veteran,0,0
Female,89,With health insurance coverage,High school,Not in labor force,24000,Not a veteran,0,0
Female,65,With health insurance coverage,Some college,Not in labor force,11800,Not a veteran,1,0
Female,57,With health insurance coverage,High school,Not in labor force,2500,Not a veteran,1,0
Female,29,With health insurance coverage,High school,Not in labor force,450,Not a veteran,1,0
Male,46,With health insurance coverage,Some college,Employed,68000,Not a veteran,0,0
Male,88,With health insurance coverage,Some high school,Not in labor force,55300,Not a veteran,0,1
Female,60,With health insurance coverage,4+ years of college,Employed,142000,Not a veteran,0,0
Female,47,With health insurance coverage,4+ years of college,Employed,79000,Not a veteran,0,0
Female,66,With health insurance coverage,Some college,Not in labor force,88500,Not a veteran,0,0
Male,44,With health insurance coverage,4+ years of college,Employed,114000,Not a veteran,0,0
Female,66,With health insurance coverage,High school,Not in labor force,67600,Not a veteran,0,0
Female,28,With health insurance coverage,4+ years of college,Employed,124000,Not a veteran,0,0
Male,64,With health insurance coverage,Some college,Employed,95400,Not a veteran,0,0
Female,37,With health insurance coverage,High school,Not in labor force,65000,Not a veteran,0,0
Female,40,With health insurance coverage,4+ years of college,Not in labor force,90000,Not a veteran,0,0
Male,35,No health insurance coverage,High school,Employed,37000,Not a veteran,0,0
Male,83,With health insurance coverage,High school,Not in labor force,25350,Veteran,0,0
Female,95,With health insurance coverage,4+ years of college,Not in labor force,24000,Not a veteran,0,0
Female,61,With health insurance coverage,4+ years of college,Employed,227300,Not a veteran,0,0
Female,31,With health insurance coverage,4+ years of college,Employed,93700,Not a veteran,0,0
Female,55,With health insurance coverage,High school,Employed,20000,Not a veteran,0,1
Male,69,With health insurance coverage,4+ years of college,Not in labor force,61400,Not a veteran,0,0
Female,49,With health insurance coverage,Some college,Employed,55000,Not a veteran,0,0
Female,47,With health insurance coverage,Some college,Employed,95500,Not a veteran,0,0
Male,67,With health insurance coverage,4+ years of college,Employed,61200,Not a veteran,0,0
Female,52,With health insurance coverage,4+ years of college,Employed,170000,Not a veteran,0,0
Female,84,With health insurance coverage,4+ years of college,Not in labor force,23460,Not a veteran,0,0
Male,59,With health insurance coverage,High school,Not in labor force,17000,Veteran,0,0
Male,50,With health insurance coverage,4+ years of college,Unemployed,26100,Not a veteran,0,0
Male,74,With health insurance coverage,High school,Not in labor force,52300,Not a veteran,0,0
Male,37,With health insurance coverage,4+ years of college,Employed,206600,Not a veteran,0,0
Male,72,With health insurance coverage,4+ years of college,Employed,127000,Not a veteran,0,0
Female,61,With health insurance coverage,Some college,Employed,9200,Veteran,1,0
Female,80,With health insurance coverage,Some high school,Not in labor force,33900,Not a veteran,0,0
Female,66,With health insurance coverage,4+ years of college,Not in labor force,58200,Not a veteran,0,0
Female,61,With health insurance coverage,4+ years of college,Employed,345000,Not a veteran,0,0
Male,46,With health insurance coverage,4+ years of college,Employed,130000,Not a veteran,0,0
Female,27,With health insurance coverage,High school,Employed,58000,Not a veteran,0,1
Female,70,With health insurance coverage,High school,Not in labor force,73600,Not a veteran,0,0
Male,81,With health insurance coverage,High school,Not in labor force,22000,Not a veteran,0,0
Female,44,With health insurance coverage,4+ years of college,Employed,195000,Not a veteran,0,0
Female,66,With health insurance coverage,High school,Not in labor force,17900,Not a veteran,1,1
Female,41,With health insurance coverage,High school,Employed,40000,Not a veteran,0,0
Female,74,With health insurance coverage,Some college,Not in labor force,120000,Not a veteran,0,0
Male,48,With health insurance coverage,High school,Employed,55000,Not a veteran,0,0
Male,32,With health insurance coverage,Some college,Employed,140000,Veteran,0,0
Male,68,With health insurance coverage,4+ years of college,Not in labor force,70000,Not a veteran,0,0
Male,87,With health insurance coverage,Some college,Not in labor force,34100,Not a veteran,0,0
Male,68,With health insurance coverage,High school,Not in labor force,30000,Veteran,0,0
Female,87,With health insurance coverage,High school,Not in labor force,12500,Not a veteran,1,1
Female,66,With health insurance coverage,High school,Employed,35400,Not a veteran,0,0
Male,61,With health insurance coverage,High school,Employed,56000,Not a veteran,0,0
Female,35,With health insurance coverage,Some college,Employed,92000,Not a veteran,0,0
Female,43,With health insurance coverage,Some college,Employed,42800,Not a veteran,0,1
Female,46,With health insurance coverage,Some college,Employed,123000,Not a veteran,0,0
Female,25,With health insurance coverage,4+ years of college,Employed,54000,Not a veteran,0,0
Male,40,With health insurance coverage,High school,Not in labor force,53000,Not a veteran,0,0
Female,52,With health insurance coverage,Some college,Employed,45000,Not a veteran,0,0
Female,57,No health insurance coverage,Some college,Employed,1350,Not a veteran,1,0
Female,36,With health insurance coverage,High school,Employed,37500,Not a veteran,0,0
Male,73,With health insurance coverage,4+ years of college,Not in labor force,154400,Not a veteran,0,0
Male,61,With health insurance coverage,4+ years of college,Employed,152000,Not a veteran,0,0
Male,85,With health insurance coverage,High school,Not in labor force,23900,Not a veteran,0,0
Male,46,With health insurance coverage,4+ years of college,Employed,265000,Not a veteran,0,0
Male,73,With health insurance coverage,High school,Not in labor force,66720,Veteran,0,0
Male,51,With health insurance coverage,4+ years of college,Employed,110000,Not a veteran,0,0
Male,47,With health insurance coverage,4+ years of college,Unemployed,21260,Not a veteran,0,0
Male,57,With health insurance coverage,High school,Employed,60000,Veteran,0,0
Male,52,With health insurance coverage,Some college,Employed,161000,Not a veteran,0,0
Female,76,With health insurance coverage,Some college,Not in labor force,28400,Not a veteran,0,0
Male,30,With health insurance coverage,Some college,Employed,65800,Not a veteran,0,0
Female,68,With health insurance coverage,4+ years of college,Not in labor force,100400,Not a veteran,0,0
Female,77,With health insurance coverage,High school,Not in labor force,8300,Not a veteran,1,0
Male,53,With health insurance coverage,4+ years of college,Employed,363000,Not a veteran,0,0
Male,40,With health insurance coverage,Some college,Employed,82000,Not a veteran,0,0
Female,70,With health insurance coverage,Some college,Employed,28600,Not a veteran,0,0
Male,49,With health insurance coverage,High school,Employed,60000,Not a veteran,0,0
Female,69,With health insurance coverage,High school,Not in labor force,9600,Not a veteran,1,1
Male,67,With health insurance coverage,High school,Employed,6800,Not a veteran,1,0
Female,95,With health insurance coverage,4+ years of college,Not in labor force,38930,Not a veteran,0,0
Female,35,With health insurance coverage,4+ years of college,Not in labor force,50000,Not a veteran,0,0
Male,24,With health insurance coverage,Some college,Employed,80000,Not a veteran,0,0
Female,69,With health insurance coverage,4+ years of college,Not in labor force,127090,Not a veteran,0,0
Female,59,With health insurance coverage,4+ years of college,Employed,79130,Not a veteran,0,0
Female,71,With health insurance coverage,Some college,Employed,37900,Not a veteran,0,0
Male,52,With health insurance coverage,Some college,Employed,120000,Not a veteran,0,0
Female,60,With health insurance coverage,4+ years of college,Employed,62000,Not a veteran,0,0
Female,59,With health insurance coverage,High school,Employed,98000,Not a veteran,0,0
Male,22,With health insurance coverage,Some college,Employed,21000,Not a veteran,0,0
Female,61,With health insurance coverage,4+ years of college,Employed,66000,Not a veteran,0,0
Male,22,With health insurance coverage,High school,Employed,30000,Not a veteran,0,0
Female,73,With health insurance coverage,4+ years of college,Employed,58610,Not a veteran,0,0
Male,88,With health insurance coverage,Some college,Not in labor force,73000,Veteran,0,0
Female,44,With health insurance coverage,High school,Employed,96900,Not a veteran,0,1
Female,35,With health insurance coverage,4+ years of college,Employed,80000,Not a veteran,0,0
Male,64,With health insurance coverage,High school,Not in labor force,30800,Not a veteran,0,0
Male,69,With health insurance coverage,High school,Not in labor force,14100,Veteran,0,0
Male,65,With health insurance coverage,High school,Not in labor force,56000,Not a veteran,0,0
Female,52,With health insurance coverage,4+ years of college,Employed,117000,Not a veteran,0,0
